fund,rebalance_date,ticker,weight
Combined_MaxSharpe,2022-11-01,WFC,0.0
Combined_MaxSharpe,2022-11-01,WMT,0.0
Combined_MaxSharpe,2022-11-01,XOM,0.21273
Combined_MaxSharpe,2022-11-01,ADA-USD,0.0
Combined_MaxSharpe,2022-11-01,BCH-USD,0.0
Combined_MaxSharpe,2022-11-01,BTC-USD,0.0
Combined_MaxSharpe,2022-11-01,EOS-USD,0.0
Combined_MaxSharpe,2022-11-01,ETC-USD,0.0
Combined_MaxSharpe,2022-11-01,ETH-USD,0.0
Combined_MaxSharpe,2022-11-01,LTC-USD,0.0
Combined_MaxSharpe,2022-11-01,TRX-USD,0.0
Combined_MaxSharpe,2022-11-01,XLM-USD,0.0
Combined_MaxSharpe,2022-11-01,XRP-USD,0.0
Combined_MaxSharpe,2022-12-01,ABBV,0.062053
Combined_MaxSharpe,2022-12-01,ABT,0.0
Combined_MaxSharpe,2022-12-01,ADBE,0.0
Combined_MaxSharpe,2022-12-01,AEP,0.0
Combined_MaxSharpe,2022-12-01,AMD,0.0
Combined_MaxSharpe,2022-12-01,AMGN,0.271115
Combined_MaxSharpe,2022-12-01,AMT,0.0
Combined_MaxSharpe,2022-12-01,BA,0.0
Combined_MaxSharpe,2022-12-01,CAT,0.0
Combined_MaxSharpe,2022-12-01,CCI,0.0
Combined_MaxSharpe,2022-12-01,CMCSA,0.0
Combined_MaxSharpe,2022-12-01,COP,0.0
Combined_MaxSharpe,2022-12-01,CVX,0.0
Combined_MaxSharpe,2022-12-01,D,0.0
Combined_MaxSharpe,2022-12-01,DD,0.0
Combined_MaxSharpe,2022-12-01,DIS,0.0
Combined_MaxSharpe,2022-12-01,DOW,0.0
Combined_MaxSharpe,2022-12-01,DUK,0.0
Combined_MaxSharpe,2022-12-01,EA,0.0
Combined_MaxSharpe,2022-12-01,GE,0.0
Combined_MaxSharpe,2022-12-01,GILD,0.0
Combined_MaxSharpe,2022-12-01,GS,0.0
Combined_MaxSharpe,2022-12-01,INTC,0.0
Combined_MaxSharpe,2022-12-01,KO,0.0
Combined_MaxSharpe,2022-12-01,MMM,0.0
Combined_MaxSharpe,2022-12-01,MRK,0.388185
Combined_MaxSharpe,2022-12-01,MS,0.0
Combined_MaxSharpe,2022-12-01,NEE,0.0
Combined_MaxSharpe,2022-12-01,NEM,0.0
Combined_MaxSharpe,2022-12-01,NKE,0.0
Combined_MaxSharpe,2022-12-01,NUE,0.0
Combined_MaxSharpe,2022-12-01,NVDA,0.0
Combined_MaxSharpe,2022-12-01,O,0.0
Combined_MaxSharpe,2022-12-01,OXY,0.082542
Combined_MaxSharpe,2022-12-01,PLD,0.0
Combined_MaxSharpe,2022-12-01,PSA,0.0
Combined_MaxSharpe,2022-12-01,QCOM,0.0
Combined_MaxSharpe,2022-12-01,SBUX,0.0
Combined_MaxSharpe,2022-12-01,SHW,0.0
Combined_MaxSharpe,2022-12-01,SLB,0.0
Combined_MaxSharpe,2022-12-01,SO,0.0
Combined_MaxSharpe,2022-12-01,T,0.0
Combined_MaxSharpe,2022-12-01,TMUS,0.024672
Combined_MaxSharpe,2022-12-01,TTWO,0.0
Combined_MaxSharpe,2022-12-01,UPS,0.0
Combined_MaxSharpe,2022-12-01,USB,0.0
Combined_MaxSharpe,2022-12-01,V,0.0
Combined_MaxSharpe,2022-12-01,WFC,0.0
Combined_MaxSharpe,2022-12-01,WMT,0.0
Combined_MaxSharpe,2022-12-01,XOM,0.171433
Combined_MaxSharpe,2022-12-01,ADA-USD,0.0
Combined_MaxSharpe,2022-12-01,BCH-USD,0.0
Combined_MaxSharpe,2022-12-01,BTC-USD,0.0
Combined_MaxSharpe,2022-12-01,EOS-USD,0.0
Combined_MaxSharpe,2022-12-01,ETC-USD,0.0
Combined_MaxSharpe,2022-12-01,ETH-USD,0.0
Combined_MaxSharpe,2022-12-01,LTC-USD,0.0
Combined_MaxSharpe,2022-12-01,TRX-USD,0.0
Combined_MaxSharpe,2022-12-01,XLM-USD,0.0
Combined_MaxSharpe,2022-12-01,XRP-USD,0.0
Combined_MaxSharpe,2023-01-03,ABBV,0.0
Combined_MaxSharpe,2023-01-03,ABT,0.0
Combined_MaxSharpe,2023-01-03,ADBE,0.0
Combined_MaxSharpe,2023-01-03,AEP,0.0
Combined_MaxSharpe,2023-01-03,AMD,0.0
Combined_MaxSharpe,2023-01-03,AMGN,0.028317
Combined_MaxSharpe,2023-01-03,AMT,0.0
Combined_MaxSharpe,2023-01-03,BA,0.0
Combined_MaxSharpe,2023-01-03,CAT,0.0
Combined_MaxSharpe,2023-01-03,CCI,0.0
Combined_MaxSharpe,2023-01-03,CMCSA,0.0
